age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
35,10,1,2,no,977,yes,no,0,4,5,52,4,91,1,no
40,6,0,3,no,2893,no,no,0,2,6,76,3,-1,0,no
34,1,1,2,no,1897,yes,yes,0,19,11,441,1,-1,0,no
32,9,0,3,no,5514,no,no,0,22,4,319,1,182,1,yes
37,0,1,2,no,1193,no,no,0,12,5,396,2,-1,0,no
36,0,0,2,no,0,no,no,0,20,4,637,1,-1,0,no
34,9,0,2,no,2729,yes,no,0,6,4,945,1,139,1,no
50,4,1,3,no,-470,yes,no,0,8,5,506,2,170,3,no
28,6,0,3,no,4579,no,no,0,12,1,409,2,-1,0,yes
27,1,3,2,no,1,yes,no,0,14,7,116,3,-1,0,no
37,4,1,3,no,5106,no,no,0,30,4,244,1,-1,0,yes
31,9,1,3,no,636,yes,no,0,4,5,352,4,-1,0,yes
34,7,1,2,no,1076,no,no,0,12,5,152,1,182,6,yes
37,9,1,2,no,430,no,no,0,27,8,154,4,-1,0,no
71,9,1,3,no,383,no,no,0,27,10,327,2,183,3,no
27,9,1,2,no,130,yes,no,0,7,5,265,3,-1,0,no
34,9,0,2,no,201,no,no,0,22,7,257,2,-1,0,no
30,1,1,2,no,6,yes,no,0,28,1,241,3,-1,0,no
35,2,0,2,no,475,no,yes,0,21,7,936,4,-1,0,no
33,1,0,2,no,706,yes,no,0,7,4,329,1,322,1,no
36,4,1,2,no,1825,yes,no,0,14,5,24,1,346,1,no
59,6,1,3,no,185,no,no,0,22,6,177,5,138,1,no
72,1,1,1,no,4415,no,no,1,13,10,120,1,-1,0,no
64,4,1,3,no,679,no,no,1,22,4,135,3,-1,0,no
53,9,3,2,no,320,no,no,0,9,7,175,1,-1,0,no
35,4,0,3,no,2988,yes,no,0,25,5,179,1,-1,0,no
40,9,1,2,no,1270,no,no,0,17,4,342,2,-1,0,no
41,7,3,2,no,654,yes,no,0,13,5,139,2,-1,0,no
44,2,1,3,no,3463,yes,yes,0,28,8,210,3,-1,0,no
61,4,1,3,no,6016,no,no,0,2,2,670,3,-1,0,yes
28,4,1,3,no,3694,no,yes,0,8,7,70,2,-1,0,no
58,5,0,2,no,1640,no,yes,0,4,2,72,6,274,4,no
60,0,3,2,no,174,yes,no,0,15,5,241,1,364,1,no
66,0,0,2,no,10177,no,no,0,5,5,272,4,-1,0,no
36,4,0,3,no,490,no,no,0,28,8,207,8,98,1,yes
49,6,1,2,no,2576,yes,no,0,15,5,64,6,-1,0,no
23,9,0,2,no,598,no,no,0,30,4,166,1,-1,0,no
29,4,0,3,no,15459,no,no,0,26,5,245,3,97,7,no
47,1,1,1,no,320,no,no,1,30,7,203,2,-1,0,no
33,0,1,3,no,640,no,no,0,24,7,318,1,-1,0,no
30,6,1,2,no,1772,yes,no,0,13,4,158,4,-1,0,no
27,0,0,2,no,15,no,yes,0,21,7,177,1,-1,0,no
51,1,1,2,no,160,yes,no,0,7,5,136,1,359,1,no
32,0,3,2,yes,5,yes,yes,0,18,5,82,3,363,2,no
33,0,1,2,no,4902,yes,no,0,20,11,110,1,-1,0,no
75,5,3,2,no,1341,no,no,0,18,dec,415,7,-1,0,yes
37,7,3,2,no,490,yes,no,0,2,2,73,1,-1,0,no
32,7,1,2,no,-632,yes,yes,0,20,4,18,5,-1,0,no
32,0,0,2,no,116,no,yes,0,16,7,255,2,-1,0,no
35,0,1,1,no,189,yes,no,0,11,5,95,1,-1,0,no
31,1,1,1,no,2,yes,yes,0,10,7,112,1,-1,0,no
28,1,0,2,no,4229,yes,yes,0,5,5,205,2,-1,0,no
27,7,1,2,no,54,yes,no,0,18,5,97,1,370,1,no
35,1,1,1,no,298,yes,no,0,13,5,135,2,370,2,no
69,5,1,1,no,579,no,no,0,14,8,230,1,-1,0,no
37,2,0,3,no,1467,yes,yes,0,17,11,349,1,-1,0,no
45,0,0,2,no,0,yes,no,0,8,5,38,1,-1,0,no
47,4,1,3,no,109,yes,no,0,22,7,268,1,-1,0,no
52,4,1,3,no,-11,yes,no,0,11,5,94,4,-1,0,no
33,7,1,2,no,90,yes,no,0,28,7,263,2,-1,0,no
60,1,1,1,no,493,no,no,0,18,8,671,4,-1,0,yes
44,0,1,2,no,2403,yes,no,0,28,1,180,2,-1,0,no
38,2,1,2,no,868,no,no,0,20,11,452,2,-1,0,no
32,10,3,1,no,0,no,no,0,15,7,175,4,-1,0,no
33,9,1,2,no,0,yes,yes,0,19,11,163,2,-1,0,no
48,1,1,2,no,741,yes,no,0,16,4,227,1,-1,0,no
37,7,0,2,no,1050,yes,no,0,3,2,586,3,-1,0,no
33,7,0,2,no,-56,no,yes,0,10,7,119,5,-1,0,no
30,1,1,1,no,1,yes,yes,1,22,7,80,2,-1,0,no
43,1,1,1,no,-98,yes,yes,0,12,5,112,2,330,3,no
54,10,1,1,no,541,yes,no,0,3,2,237,3,-1,0,no
31,10,1,3,no,7744,no,no,0,26,8,377,8,-1,0,no
36,10,1,2,no,-129,yes,no,0,29,7,121,3,-1,0,no
30,0,1,2,no,0,no,no,0,15,7,127,5,-1,0,no
35,9,3,2,no,0,no,no,0,25,8,124,4,-1,0,no
43,1,3,1,no,-97,yes,yes,0,31,7,747,4,-1,0,no
41,1,1,2,no,-217,yes,no,0,11,5,313,1,349,3,no
41,4,3,3,no,5037,no,no,0,23,4,252,9,185,5,yes
46,0,3,2,no,2232,no,no,0,13,2,121,1,-1,0,yes
32,4,1,3,no,913,yes,no,0,23,6,883,1,674,4,no
40,2,1,1,no,0,yes,no,0,11,7,271,2,-1,0,no
27,0,1,2,no,639,no,yes,0,14,7,243,3,-1,0,no
54,7,1,2,no,386,yes,no,0,2,8,155,2,-1,0,no
32,4,0,3,no,1218,yes,no,1,28,1,70,2,-1,0,no
31,4,1,3,no,2603,yes,no,0,11,2,280,4,-1,0,yes
34,1,1,1,no,79,yes,no,0,14,5,406,2,-1,0,no
55,9,3,2,no,61,yes,yes,0,25,8,113,3,-1,0,no
49,9,1,2,no,1091,no,no,1,30,7,47,2,-1,0,no
24,4,0,3,no,172,no,no,0,3,7,67,2,-1,0,no
32,4,0,3,no,41,no,no,0,21,8,686,5,-1,0,yes
25,8,0,2,no,1116,yes,no,0,2,3,170,3,-1,0,no
59,5,3,2,no,5845,no,no,0,14,5,1060,2,-1,0,yes
49,7,1,2,no,5673,no,yes,0,4,8,357,3,-1,0,no
48,9,1,3,no,0,no,no,1,26,8,176,15,-1,0,no
31,4,1,2,no,625,yes,no,0,7,4,424,1,138,1,no
51,7,1,2,no,867,yes,no,0,3,2,177,2,211,3,no
80,5,1,2,no,8304,no,no,1,9,6,712,1,64,12,yes
30,4,1,3,no,3134,yes,no,0,17,7,124,1,-1,0,no
27,6,0,2,no,49,yes,no,0,30,1,208,2,-1,0,no
34,9,1,2,no,-346,no,no,0,13,8,136,4,-1,0,no
49,4,1,2,no,1623,yes,no,0,19,11,1081,2,-1,0,yes
48,4,1,3,no,60,no,no,1,7,5,376,2,339,7,no
40,7,1,2,no,17,no,no,0,4,6,78,1,-1,0,no
38,1,1,2,no,2008,yes,no,0,18,11,354,1,-1,0,no
46,1,1,1,no,91,yes,no,0,6,5,29,1,356,2,no
41,2,1,3,no,171,yes,no,0,19,11,209,1,191,4,no
28,4,0,3,no,1027,yes,no,0,14,5,433,1,-1,0,no
33,1,3,1,no,142,yes,no,1,11,5,41,2,300,5,no
34,0,0,2,no,852,no,no,0,14,4,108,2,-1,0,no
27,1,1,2,yes,-584,yes,no,0,7,5,411,2,-1,0,no
42,6,1,2,no,97,no,no,0,10,7,108,2,-1,0,no
45,0,1,2,no,204,yes,no,0,3,6,224,2,-1,0,yes
26,1,0,2,no,856,yes,yes,0,30,7,95,5,-1,0,no
40,4,0,3,no,1509,no,no,0,15,3,144,2,124,1,no
52,7,1,2,no,-888,no,no,0,16,7,135,1,-1,0,no
40,9,0,3,no,226,no,no,0,15,1,176,2,-1,0,no
48,9,1,2,no,127,no,yes,0,7,8,524,5,-1,0,no
27,0,1,2,no,710,yes,yes,0,6,5,653,1,334,2,yes
28,4,0,2,no,171,no,no,0,10,3,93,1,-1,0,yes
40,4,3,3,no,69,yes,no,0,6,5,503,2,280,2,no
34,0,1,2,no,1499,yes,no,0,13,4,186,1,327,2,no
36,4,1,3,no,61,no,yes,0,19,8,452,2,-1,0,no
83,5,1,1,no,425,no,no,1,22,6,883,1,140,1,yes
43,4,3,3,no,99,no,no,0,29,1,24,3,-1,0,no
23,8,0,2,no,1021,no,no,1,19,6,79,9,-1,0,no
44,9,1,3,no,1146,no,no,0,4,7,178,2,-1,0,no
58,1,1,1,no,781,yes,no,0,15,5,74,2,-1,0,no
29,0,0,2,no,1448,no,no,0,10,3,217,1,184,7,no
30,4,0,3,no,604,no,yes,0,2,2,475,1,-1,0,no
29,0,0,2,no,-194,yes,no,0,7,5,127,1,-1,0,no
41,9,1,2,no,0,no,no,0,11,3,101,1,-1,0,no
35,3,1,1,no,0,yes,no,0,14,7,340,3,-1,0,no
31,9,0,2,no,1014,yes,no,0,23,7,158,4,-1,0,no
27,0,0,3,no,73,no,no,0,29,1,242,1,-1,0,no
34,4,1,3,no,1906,yes,no,0,14,7,68,3,-1,0,no
34,1,1,1,no,-319,yes,yes,0,9,7,134,4,-1,0,no
36,4,1,3,no,-296,yes,no,0,14,5,113,3,-1,0,no
40,9,1,2,no,169,yes,no,0,18,8,43,4,-1,0,no
28,9,0,2,no,126,no,no,0,3,3,229,1,-1,0,no
56,1,1,1,no,379,no,no,0,13,8,58,5,-1,0,no
45,6,1,2,no,706,no,no,0,30,4,78,2,176,1,no
28,4,0,3,no,1466,yes,no,0,25,7,40,1,-1,0,no
36,1,1,1,no,0,yes,no,0,18,11,618,2,-1,0,no
41,1,1,1,no,951,yes,no,0,20,4,23,4,-1,0,no
46,0,1,2,no,368,no,no,0,20,8,293,1,90,4,yes
41,1,1,2,no,121,yes,no,0,13,5,16,6,176,5,no
59,7,1,2,no,204,no,no,0,23,7,286,2,-1,0,no
24,0,1,2,no,299,yes,no,0,6,5,209,1,321,1,no
50,7,1,2,no,254,yes,no,0,15,4,397,2,337,1,no
25,4,0,3,no,553,yes,no,0,17,9,113,4,479,1,no
51,7,3,2,no,518,yes,no,1,17,11,76,1,-1,0,no
50,4,1,3,no,85,no,yes,0,1,6,141,1,-1,0,no
21,7,0,2,no,361,no,no,1,5,6,329,1,95,1,no
55,5,1,1,no,4424,no,no,0,5,8,67,4,-1,0,no
38,9,1,3,no,3234,no,no,0,18,11,578,2,-1,0,yes
34,9,0,2,no,341,no,yes,0,29,1,136,1,262,3,no
33,9,0,3,no,316,no,no,0,21,8,126,3,-1,0,no
35,9,1,2,no,2,no,no,1,28,1,653,3,-1,0,no
48,4,3,3,no,507,yes,no,0,9,4,528,1,-1,0,no
29,1,1,2,no,912,yes,no,0,13,5,785,1,-1,0,no
50,4,1,3,no,0,no,no,0,9,7,243,5,-1,0,no
37,1,1,1,no,37,yes,no,0,13,5,24,2,362,1,no
35,1,0,2,no,0,yes,no,0,16,4,1174,1,345,4,yes
42,1,1,1,no,1520,yes,no,0,5,2,115,1,-1,0,no
75,5,3,1,no,852,no,no,0,15,3,341,1,-1,0,no
38,7,0,2,no,2253,yes,no,0,13,5,937,3,-1,0,yes
34,4,0,3,no,1171,yes,no,0,10,7,129,1,-1,0,no
29,9,0,3,no,452,yes,no,0,11,5,59,1,-1,0,no
28,0,1,2,no,-97,yes,no,0,29,1,79,1,225,2,no
79,5,1,2,no,4738,no,no,1,9,7,151,5,-1,0,no
32,8,0,3,no,0,no,no,0,6,8,101,5,3,6,no
36,4,1,3,no,495,no,no,0,5,8,157,3,97,2,yes
38,2,1,2,no,157,no,yes,0,15,5,57,11,366,1,no
42,7,1,2,no,292,yes,no,0,11,5,222,3,-1,0,no
34,0,0,2,no,846,yes,no,0,17,4,758,2,-1,0,no
64,5,1,2,no,1574,no,no,1,29,7,301,3,-1,0,yes
34,2,1,3,no,-28,yes,no,0,16,7,574,1,-1,0,no
77,5,1,3,no,0,no,no,0,16,10,847,1,60,1,yes
57,5,1,1,no,2927,no,yes,1,30,7,78,5,-1,0,no
73,5,1,1,no,1388,no,no,0,20,7,146,3,190,3,no
39,9,0,2,no,102,yes,no,0,14,8,272,2,-1,0,no
57,9,3,1,no,13,yes,no,0,8,5,323,2,368,2,no
32,6,1,2,no,413,yes,no,0,11,7,712,2,-1,0,no
45,0,1,2,no,638,yes,no,0,20,8,75,9,-1,0,no
31,4,1,3,no,1224,yes,yes,0,24,7,1441,2,-1,0,yes
49,6,1,2,no,1103,no,no,0,12,8,428,2,-1,0,no
29,7,1,2,no,3748,no,no,0,28,5,322,3,-1,0,no
55,9,1,2,no,955,yes,no,0,29,1,104,1,-1,0,no
30,0,1,2,no,518,yes,no,0,8,5,127,1,-1,0,no
39,9,1,3,no,14,no,no,0,28,1,114,2,-1,0,no
33,4,1,3,no,3696,no,no,0,19,11,305,1,182,3,no
36,4,1,3,no,2987,yes,no,0,12,8,307,1,-1,0,yes
31,9,0,2,no,433,no,no,0,11,8,1504,2,-1,0,no
38,9,0,3,no,0,yes,no,0,1,6,71,1,-1,0,no
31,1,1,2,no,1766,no,yes,0,5,6,166,2,-1,0,yes
39,7,1,2,no,124,yes,no,0,31,7,81,5,-1,0,no
33,0,1,3,no,69,no,yes,0,4,5,77,2,-1,0,no
53,7,3,2,no,0,no,no,0,12,3,80,2,-1,0,yes
38,4,1,3,no,0,yes,no,0,13,5,537,5,303,2,no
59,9,1,2,no,259,no,no,0,15,6,415,1,89,1,yes
55,1,1,1,no,4103,no,no,0,19,11,291,1,-1,0,no
38,9,0,3,no,744,yes,no,0,14,5,283,1,288,12,no
48,7,1,2,no,116,yes,no,1,20,4,70,4,-1,0,no
44,0,3,2,no,432,no,no,0,9,2,132,3,-1,0,no
29,1,0,2,no,9,yes,no,0,11,5,262,3,-1,0,no
35,9,0,3,no,7546,yes,no,0,28,dec,137,1,122,3,no
31,1,1,1,no,620,no,no,0,30,3,95,1,-1,0,no
35,6,1,3,no,8647,no,no,0,19,11,140,2,-1,0,no
39,1,1,2,no,0,yes,no,0,7,5,502,1,7,2,no
29,9,0,2,no,113,no,no,0,12,2,328,2,183,4,yes
33,2,1,1,no,82,yes,no,0,18,11,63,2,-1,0,no
46,4,1,3,no,1008,no,no,0,29,8,24,13,-1,0,no
26,0,0,2,no,443,no,no,0,30,7,84,3,-1,0,no
41,9,1,2,no,351,yes,no,0,9,7,175,1,-1,0,no
34,9,1,3,no,5060,yes,no,0,21,8,12,21,-1,0,no
39,9,0,3,no,-41,no,yes,0,25,8,40,15,-1,0,no
27,7,0,2,no,-124,no,no,0,18,7,217,1,-1,0,no
31,1,1,2,no,79,yes,yes,0,23,7,235,11,-1,0,no
44,10,0,2,no,3945,no,no,0,28,1,255,1,-1,0,no
55,5,1,3,no,197,no,yes,0,8,7,256,1,-1,0,no
51,1,3,1,no,837,no,no,1,30,7,41,2,-1,0,no
30,7,1,2,no,1743,yes,no,0,5,2,192,4,-1,0,no
49,0,1,2,no,635,no,no,0,25,8,220,3,-1,0,no
56,5,1,2,no,-113,yes,yes,0,12,8,614,2,-1,0,no
47,0,3,2,no,225,no,no,0,28,8,1126,4,-1,0,yes
30,0,1,2,no,124,no,no,1,16,6,161,2,-1,0,no
36,2,0,2,no,475,no,no,0,25,7,141,3,-1,0,no
40,4,1,3,no,-7,no,yes,1,25,7,697,1,-1,0,no
42,0,3,2,no,936,no,no,0,30,1,931,1,-1,0,yes
45,9,1,2,no,1415,yes,no,0,17,11,483,1,116,1,no
34,10,0,2,no,0,no,no,0,17,11,63,2,-1,0,no
27,0,0,2,no,3638,no,no,0,11,7,271,5,-1,0,no
30,1,1,2,no,-99,yes,no,0,15,5,144,5,-1,0,no
32,9,1,2,no,167,yes,yes,0,8,8,79,3,-1,0,no
46,3,1,1,no,19,yes,no,1,21,7,171,1,-1,0,no
29,6,1,3,no,242,yes,no,0,18,7,73,4,-1,0,no
32,9,1,2,no,286,no,no,0,20,4,60,1,343,4,no
35,4,1,3,no,93,no,no,0,4,5,198,2,88,1,no
38,1,1,2,no,1663,yes,no,0,13,4,217,3,327,1,no
39,2,1,1,no,238,yes,yes,0,19,11,134,1,-1,0,no
34,9,0,2,no,2178,yes,no,0,26,5,41,1,-1,0,no
42,1,1,1,no,792,yes,yes,0,19,11,611,2,175,12,no
60,0,1,2,no,1025,no,no,0,6,8,388,8,-1,0,no
31,1,0,2,no,16,no,no,0,7,7,387,1,-1,0,no
29,4,0,2,no,417,no,no,0,7,10,90,1,-1,0,no
41,7,1,2,no,3992,yes,no,1,20,11,281,2,-1,0,no
46,1,1,1,no,2749,yes,no,0,17,11,332,1,-1,0,no
33,9,1,2,no,133,no,no,0,4,5,218,1,-1,0,yes
54,4,3,3,no,2171,yes,yes,1,18,11,1034,1,-1,0,yes
37,7,1,2,no,4760,yes,no,0,8,5,182,2,169,2,no
32,9,0,2,no,2979,no,no,0,25,5,156,1,-1,0,no
43,4,1,3,no,690,yes,no,0,6,8,171,3,-1,0,no
50,1,3,2,no,203,yes,no,1,19,11,265,1,127,4,no
34,1,1,2,no,322,yes,no,0,20,4,10,3,-1,0,no
31,0,3,2,no,1210,no,no,0,16,7,350,1,-1,0,no
43,6,1,2,no,634,yes,no,0,17,11,65,1,131,1,no
49,2,1,2,no,273,no,no,0,23,7,58,1,-1,0,no
35,4,1,3,no,1100,no,yes,0,29,1,127,2,-1,0,no
56,0,1,2,no,0,yes,no,1,19,11,154,2,-1,0,no
53,1,1,2,no,0,no,no,1,31,7,36,4,-1,0,no
54,2,1,3,no,1544,no,yes,0,5,2,85,7,196,3,no
41,6,1,2,no,28,yes,no,0,11,5,49,1,-1,0,no
40,1,1,2,no,1012,yes,no,0,6,5,410,1,-1,0,no
33,1,1,1,no,245,yes,yes,0,8,5,253,3,-1,0,no
33,4,0,3,no,1998,no,no,0,19,11,570,1,-1,0,no
34,1,1,2,no,3990,yes,no,0,24,7,633,7,-1,0,no
34,2,1,3,no,412,yes,yes,0,8,7,164,1,-1,0,no
28,8,0,3,no,1562,no,no,0,15,2,659,4,-1,0,yes
29,0,0,2,no,3432,yes,no,0,17,4,139,2,-1,0,no
52,4,1,3,no,1339,yes,no,0,22,8,343,5,-1,0,no
55,2,1,2,no,204,no,no,0,14,7,455,13,-1,0,no
45,10,3,2,no,728,yes,yes,0,18,11,107,1,-1,0,no
51,4,1,3,no,2934,yes,no,0,18,11,727,4,-1,0,no
34,4,1,3,no,176,no,no,0,18,8,61,4,-1,0,no
36,1,1,1,no,49,yes,no,0,15,5,232,2,365,5,no
37,1,1,2,no,2023,yes,no,0,10,7,214,1,-1,0,no
50,1,1,2,no,372,yes,no,1,11,5,21,1,-1,0,no
34,1,0,1,no,464,yes,no,0,18,5,173,1,299,2,no
48,4,1,2,no,117,yes,no,0,16,4,635,1,-1,0,no
47,0,1,2,no,104,yes,yes,0,14,7,77,2,-1,0,no
37,4,1,3,no,539,no,no,0,18,1,540,2,115,3,no
29,9,0,3,no,406,yes,no,0,17,7,119,1,-1,0,no
46,1,1,1,no,2558,yes,no,1,20,11,107,1,167,1,no
42,1,1,2,no,5639,yes,no,0,17,7,430,2,-1,0,no
42,4,0,3,no,100,no,no,0,7,8,64,2,-1,0,no
37,4,0,3,no,815,yes,no,0,7,5,77,1,-1,0,no
70,5,1,2,no,2815,no,no,0,26,4,125,2,182,1,no
50,7,1,2,no,1572,yes,no,0,9,7,185,1,-1,0,no
60,10,3,2,no,385,yes,no,0,4,2,80,1,-1,0,no
32,9,0,2,no,29,no,no,0,19,8,156,2,-1,0,no
32,9,1,2,no,84,no,yes,0,29,7,403,3,-1,0,no
34,6,0,3,no,876,yes,no,0,17,11,145,2,-1,0,no
48,7,0,1,no,1499,yes,no,0,12,5,17,7,-1,0,no
25,8,1,3,no,0,yes,no,0,9,7,160,1,-1,0,no
32,4,1,2,no,6217,yes,yes,0,18,11,486,2,181,2,no
32,1,1,1,no,329,yes,no,0,3,2,321,1,-1,0,no
49,4,0,3,no,151,yes,no,0,8,7,97,3,-1,0,yes
53,7,1,2,no,-2,yes,yes,0,16,4,144,2,-1,0,no
47,4,3,3,no,1149,no,yes,0,15,7,82,2,-1,0,no
33,4,0,2,no,8004,no,no,0,19,11,414,3,-1,0,no
49,1,1,1,no,1019,yes,no,0,16,4,285,5,-1,0,no
46,4,3,3,no,1297,no,no,0,11,8,716,3,-1,0,yes
34,4,1,3,no,417,yes,no,0,18,11,138,1,-1,0,no
60,5,1,1,no,71,no,no,0,10,7,121,3,-1,0,no
43,4,1,3,no,1188,no,no,0,27,5,140,2,-1,0,no
50,1,1,1,no,8139,yes,no,0,18,8,256,6,-1,0,no
33,1,1,2,no,249,yes,no,0,31,7,61,4,-1,0,no
37,1,1,1,no,689,yes,no,0,14,7,367,2,-1,0,no
55,6,1,2,no,203,yes,no,1,14,5,9,5,174,12,no
45,1,0,1,yes,-183,no,yes,0,15,7,395,4,-1,0,no
47,1,1,1,no,3451,no,yes,0,21,11,125,2,-1,0,no
36,7,1,2,no,1746,yes,no,0,7,4,15,1,316,1,no
38,9,1,2,no,821,yes,yes,0,17,11,224,2,180,1,no
39,1,1,2,no,8,no,no,0,30,7,88,3,-1,0,no
41,9,1,2,no,55,yes,no,0,6,8,185,4,-1,0,no
59,1,1,1,no,699,no,no,0,28,1,98,1,154,6,no
42,10,3,2,no,759,no,no,0,28,1,97,1,169,3,no
33,1,1,2,no,687,yes,no,0,14,5,72,2,370,1,no
53,5,1,2,no,4968,no,no,0,6,5,109,1,87,2,no
27,2,0,2,no,376,yes,yes,0,5,5,273,1,-1,0,no
27,1,0,2,no,23,no,no,0,26,2,590,2,-1,0,no
33,0,1,2,no,353,yes,no,0,19,11,107,2,-1,0,no
33,4,3,3,no,0,no,no,0,13,8,305,2,-1,0,no
41,2,1,2,no,353,no,no,0,19,11,90,2,-1,0,no
38,9,0,3,no,2273,yes,no,0,17,4,222,1,-1,0,no
30,4,1,3,no,0,yes,no,0,9,7,127,1,-1,0,no
58,10,1,3,no,744,no,no,1,28,1,38,1,-1,0,no
37,7,0,2,no,608,no,no,0,14,5,380,3,-1,0,no
36,0,3,2,no,356,yes,no,0,7,4,244,3,313,1,no
45,1,1,1,no,1291,yes,no,0,28,8,189,17,-1,0,no
53,1,1,1,no,306,no,no,0,28,7,388,3,181,1,yes
32,9,0,2,no,493,no,no,0,13,8,289,2,-1,0,no
32,4,1,3,no,71,yes,no,0,21,7,221,8,-1,0,no
38,0,1,3,no,669,yes,yes,0,31,7,129,2,-1,0,no
47,1,1,1,no,556,yes,no,0,4,2,147,2,264,4,no
45,0,0,2,no,-11,yes,no,0,5,5,247,1,-1,0,no
32,4,1,3,no,4761,yes,no,0,5,5,159,2,350,2,no
66,4,1,3,no,1048,yes,no,0,23,6,971,2,-1,0,no
36,0,0,2,no,1281,no,no,1,24,7,119,2,-1,0,no
32,9,0,3,no,569,no,yes,0,29,1,348,1,-1,0,no
40,0,1,2,no,168,yes,no,0,7,5,249,2,169,1,no
33,6,1,3,no,263,no,no,0,4,5,119,2,-1,0,no
39,1,1,2,no,-405,yes,no,0,8,5,177,1,-1,0,no
32,9,0,2,no,0,no,no,0,18,8,594,4,-1,0,yes
34,10,0,3,no,415,no,no,0,12,8,123,1,-1,0,no
34,0,0,1,no,0,yes,yes,0,6,5,172,4,-1,0,no
42,1,0,1,no,1322,yes,yes,0,8,7,178,1,-1,0,no
31,7,1,2,no,1062,yes,yes,0,6,4,230,1,-1,0,no
38,3,1,2,no,-278,yes,no,0,28,7,143,2,-1,0,no
37,9,0,2,no,2442,no,no,0,16,2,91,3,-1,0,yes
58,10,1,3,no,1798,yes,no,0,5,2,19,8,-1,0,no
43,0,1,2,no,132,no,no,0,19,8,574,1,84,3,yes
36,4,0,3,no,260,yes,no,0,7,5,49,1,-1,0,no
34,1,1,2,no,7,yes,yes,0,2,2,171,2,193,2,no
31,4,0,3,no,3283,no,no,0,2,2,258,1,73,1,yes
54,4,1,3,no,2960,yes,no,0,20,11,83,1,-1,0,no
29,10,0,2,no,486,no,no,1,30,4,95,1,-1,0,no
40,10,3,2,no,507,yes,no,0,2,2,134,1,266,7,no
35,4,0,3,no,5958,yes,no,0,22,3,215,1,-1,0,yes
25,8,0,2,no,304,no,no,0,26,5,226,2,-1,0,yes
32,1,0,2,no,118,yes,no,0,17,7,1275,1,-1,0,yes
38,4,1,3,no,76,yes,no,0,7,7,196,3,-1,0,no
46,0,1,2,no,70,yes,no,0,27,3,229,2,-1,0,yes
32,9,0,3,no,2185,no,no,0,20,11,354,2,-1,0,no
29,1,0,2,no,309,yes,no,0,11,5,471,3,-1,0,no
56,1,1,2,no,2190,no,yes,0,30,1,90,2,232,1,no
35,0,0,3,no,62,no,yes,0,30,4,67,1,-1,0,no
48,4,1,2,no,4415,yes,no,0,8,4,1032,3,141,7,yes
60,5,1,2,no,262,no,no,0,18,8,393,4,-1,0,no
56,4,1,2,no,238,yes,no,0,19,11,808,1,-1,0,no
38,9,3,2,no,410,no,no,0,11,8,63,6,-1,0,no
20,8,0,2,no,1191,no,no,0,12,2,274,1,-1,0,no
59,5,1,1,no,-47,yes,no,0,27,8,84,4,-1,0,no
34,9,1,3,no,197,no,no,0,20,8,78,3,-1,0,yes
53,0,0,2,no,2398,yes,no,0,2,8,317,1,180,2,yes
51,4,1,3,no,630,yes,no,0,5,5,138,1,-1,0,no
58,5,1,2,no,235,no,no,0,27,8,88,4,-1,0,no
56,4,1,3,no,3172,yes,no,0,5,2,139,1,-1,0,no
51,1,1,1,no,872,no,no,0,8,8,82,2,-1,0,no
35,1,1,2,no,407,yes,no,0,20,4,12,6,-1,0,no
40,0,0,2,no,100,yes,no,0,11,8,221,1,461,1,yes
44,4,3,3,no,2058,no,yes,0,21,11,661,1,-1,0,no
49,3,1,1,no,889,no,no,1,7,7,388,1,-1,0,yes
35,0,1,3,no,0,yes,no,0,28,7,151,7,-1,0,no
41,4,1,3,no,51,no,no,0,25,8,140,8,-1,0,no
55,5,1,1,no,150,no,no,0,8,7,124,1,-1,0,no
51,6,1,2,yes,34,no,yes,0,7,7,200,1,-1,0,no
27,7,0,2,no,795,no,no,0,6,2,101,3,-1,0,no
57,1,1,1,no,282,no,yes,0,7,7,261,12,-1,0,no
51,4,0,3,no,2139,no,no,0,17,11,176,2,-1,0,no
49,0,1,2,no,197,yes,no,0,13,4,223,1,182,2,yes
40,9,0,3,no,825,yes,no,0,20,4,38,1,335,1,no
47,3,0,3,no,3232,no,no,1,6,10,541,1,204,3,no
47,7,1,3,no,871,no,no,0,22,8,602,9,-1,0,no
56,7,1,2,no,83,no,no,0,27,8,26,11,-1,0,no
29,4,0,3,no,1445,no,no,0,26,4,328,2,143,2,yes
32,4,1,3,no,-55,yes,no,0,26,8,107,4,-1,0,no
30,1,1,1,no,-336,no,no,0,10,7,128,6,-1,0,no
35,9,1,2,no,0,yes,no,0,9,11,524,1,96,5,yes
35,6,0,3,no,44,no,no,0,7,9,310,2,96,2,no
57,1,1,2,no,2887,no,no,0,21,8,819,10,-1,0,yes
29,0,0,2,no,1992,no,no,0,8,7,202,1,87,2,no
45,9,1,2,no,1415,yes,no,0,24,7,311,1,-1,0,no
51,4,0,3,no,297,yes,no,0,15,5,415,4,375,1,yes
37,4,1,3,no,347,yes,no,0,22,7,282,1,-1,0,no
28,4,0,3,no,781,no,no,0,9,4,125,6,-1,0,no
43,4,1,2,no,17555,no,no,0,26,8,14,14,-1,0,no
56,4,1,3,no,15520,no,no,0,18,11,420,1,-1,0,no
32,9,0,3,no,13711,yes,no,0,14,5,638,1,175,3,no
47,4,1,3,no,286,no,no,0,22,8,557,7,-1,0,no
